pl_name,pl_hab,pl_orbper,pl_rade,pl_masse,pl_eqt,st_teff,sy_dist
HAT-P-60 b,0,4.7947813,18.28184752,182.4335056,1772,6212,233.22
HAT-P-61 b,0,1.90231289,10.07687365,335.9446262,1505,5587,338.84
HAT-P-62 b,0,2.6453235,12.02723629,241.8674177,1512,5629,348.815
HAT-P-63 b,0,3.377728,12.5428494,195.1466419,1237,5400,403.458
HAT-P-64 b,0,4.007232,19.08889413,184.3404761,1766,6457,651.897
HAT-P-65 b,0,2.60544751,18.05766791,176.0769375,1818,5872,738.519
HAT-P-66 b,0,2.972086,17.82231,248.86089,1896,6002,935.456
HAT-P-67 b,0,4.8101025,23.370765,108.0622,1903,6406,371.686
HAT-P-68 b,0,2.29840551,12.016048,230.10892,1027.8,4508,202.152
HAT-P-69 b,0,4.7869491,18.786284,1137.8314,1930,7394,341.263
HAT-P-7 b,0,2.204737,15.043,564.442,2733,6532.23,341.079
HAT-P-70 b,0,2.74432452,20.96083,2154.8874,2562,8450,330.739
HAT-P-8 b,0,3.0763458,16.8135,430.34182,,6200,211.553
HAT-P-9 b,0,3.92281072,15.614137,238.05467,1540,6350,455.203
HATS-1 b,0,3.446459,14.594,589.55,1359,5870,283.971
HATS-10 b,0,3.312846,10.861521,167.17858,1407,5880,534.889
HATS-11 b,0,3.6191613,16.92559,270.1555,1637,6060,944.603
HATS-12 b,0,3.142833,15.13215,756.4354,2097,6408,746.138
HATS-13 b,0,3.0440499,13.585308,172.58169,1244,5523,421.855
HATS-14 b,0,2.7667641,11.646151,340.39593,1276,5346,513.011
HATS-15 b,0,1.74748753,12.385945,689.6911,1505,5311,1139.55
HATS-16 b,0,2.686502,14.5717,1039.3041,1592,5738,757.044
HATS-17 b,0,16.254611,8.709393,425.25654,814,5846,400.331
HATS-18 b,0,0.8378434,14.986433,629.3034,2060,5600,624.368
HATS-2 b,0,1.354133,13.092,427.463,1577,5227,341.925
HATS-22 b,0,4.7228124,10.682177,870.8542,858,4803,229.518
HATS-23 b,0,2.1605156,20.84874,467.2101,1654,5780,639.004
HATS-24 b,0,1.3484978,15.636555,718.2958,2166,6125,494.182
HATS-25 b,0,4.2986432,14.12334,194.82979,1277,5715,471.158
HATS-26 b,0,3.3023881,19.61575,206.5895,1918,6071,861.843
HATS-27 b,0,4.637038,16.8135,168.4499,1659,6438,816.988
HATS-28 b,0,3.1810781,13.383546,213.58176,1253,5498,535.383
HATS-29 b,0,4.6058749,14.022459,207.54299,1212,5670,353.891
HATS-3 b,0,3.547851,15.48,340.382,1648,6351,411.211
HATS-30 b,0,3.1743516,13.170575,224.38798,1414,5943,342.14
HATS-31 b,0,3.37796,18.38276,279.6904,1823,6050,773.974
HATS-32 b,0,2.8126548,14.000041,292.4036,1437,5700,745.116
HATS-33 b,0,2.5495551,13.78707,378.85336,1429,5659,248.46
HATS-34 b,0,2.1061607,16.02887,299.07803,1445,5380,508.842
HATS-35 b,0,1.8209993,16.409976,388.38826,2037,6300,514.555
HATS-36 b,0,4.1752387,13.843115,1022.14128,1356,6149,856.436
HATS-37 A b,0,4.3315366,6.792654,31.46517,1085,5326,211.896
HATS-38 b,0,4.375021,6.882326,23.51942,1294,5732,343.525
HATS-39 b,0,4.5776348,17.59813,200.2329,1645,6572,878.521
HATS-4 b,0,2.516729,11.433,420.471,1315,5403,416.459
HATS-40 b,0,3.2642736,17.71022,505.3497,2101,6460,1342.29
HATS-41 b,0,4.193649,14.90797,3082.951,1710,6424,737.668
HATS-42 b,0,2.292102,15.6926,597.5204,1856,6060,800.377
HATS-43 b,0,4.3888497,13.22662,82.95363,1003,5099,362.273
HATS-44 b,0,2.7439004,11.960003,177.9848,1161,5080,446.035
HATS-45 b,0,4.1876244,14.414774,222.481,1518,6450,772.11
HATS-46 b,0,4.7423729,10.121727,54.98459,1054,5495,453.808
HATS-47 b,0,3.9228038,12.520453,117.27927,852.9,4512,300.67
HATS-48 A b,0,3.1316666,8.9672,77.23269,954.6,4546,263.609
HATS-49 b,0,4.1480467,8.574885,112.19399,834.8,4405,324.413
HATS-5 b,0,4.763387,10.223,75.323,1025,5304,246.384
HATS-50 b,0,3.8297015,12.66617,123.9537,,5990,756.742
HATS-51 b,0,3.3488702,15.80469,244.09344,1553,5758,389.57
HATS-52 b,0,1.36665436,15.490838,711.9392,1834,6010,555.134
HATS-53 b,0,3.8537768,15.02006,189.10885,1312,5644,585.77
HATS-54 b,0,2.5441828,11.960003,241.5508,1625,5702,748.585
HATS-55 b,0,4.2042001,14.022459,292.72143,1367,6214,609.838
HATS-56 b,0,4.324799,18.920792,191.33366,1902,6536,564.409
HATS-57 b,0,2.350621,12.767051,1000.21101,1413.4,5587,279.485
HATS-58 A b,0,4.2180896,12.273855,327.3649,1721,7175,403.591
HATS-59 b,0,5.416081,12.621334,256.17098,1128,5670,642.884
HATS-59 c,0,1422,,,175.9,5670,642.884
HATS-6 b,0,3.3252725,11.186582,101.38777,712.8,3724,169.318
HATS-60 b,0,3.560829,12.923977,210.40346,1528,5688,486.474
HATS-61 b,0,7.817953,13.394755,1080.622,1226.1,5542,679.761
HATS-62 b,0,3.2768837,11.825495,56.89157,1237,5416,523.067
HATS-63 b,0,3.0566527,13.529263,305.1168,1398.3,5627,623.232
HATS-64 b,0,4.908897,18.819911,305.1168,1793,6554,1080.15
HATS-65 b,0,3.105161,16.824709,260.93843,1634,6277,493.32
HATS-66 b,0,3.1414391,15.815899,1694.0339,1998,6626,1477.98
HATS-67 b,0,1.6091788,18.887165,460.8535,2193,6594,960.109
HATS-68 b,0,3.5862202,13.809488,410.0007,1741,6147,603.955
HATS-69 b,0,2.2252577,10.592505,183.38791,1295.7,5137,414.537
HATS-7 b,0,3.185315,6.310667,38.1396,1084,4985,240.707
HATS-70 b,0,1.8882378,15.513256,4100.007,2730,7930,1458.83
HATS-71 b,0,3.7955202,11.478016,117.5971,586.8,3405,140.225
HATS-72 b,0,7.3279474,8.0973816,39.855882,739.3,4656.1,127.589
HATS-74 A b,0,1.73185606,11.56766808,464.0294742,895.1,3776.9,299.389
HATS-75 b,0,2.7886556,9.90873894,156.0537478,772.3,3790.4,194.964
HATS-76 b,0,1.9416423,12.09449018,835.570882,939.8,4016,385.689
HATS-77 b,0,3.0876262,13.05846252,436.6962312,828.3,4071,436.176
HATS-8 b,0,3.583893,9.785457,43.86054,1324,5679,794.637
HATS-9 b,0,1.9153073,11.937585,266.02371,1823,5366,638.7
HD 100546 b,0,,77.3421,2701.54146,,10500,109.677
HD 100655 b,0,157.57,,,,4861,137.178
HD 100777 b,0,383.7,,,,5582,49.5336
HD 101581 b,0,4.46569,0.956,,834,4675,12.7781
HD 101581 c,0,6.20401,0.99,,747,4675,12.7781
HD 10180 c,0,5.75979,,,,5911,38.9607
HD 10180 d,0,16.3579,,,,5911,38.9607
HD 10180 e,0,49.745,,,,5911,38.9607
HD 10180 f,0,122.76,,,,5911,38.9607
HD 10180 g,0,601.2,,,,5911,38.9607
HD 10180 h,0,2222,,,,5911,38.9607
HD 101930 b,0,70.46,,,,5108,30.0274
HD 102117 b,0,20.8079,,,,5667.88,39.5792
HD 102195 b,0,4.11434,,,,5330,29.3386
HD 102272 b,0,127.58,,,,4908,347.097
HD 102329 b,0,778.1,,,,4830,217.107
HD 102329 c,0,1123,,,,,217.107
HD 102365 b,0,122.1,,,,5630,9.2894
HD 102843 b,0,3090.942,,,,5436,62.758
HD 102888 b,0,252.06,,,,4990,126.484
HD 102956 b,0,6.495,,,,5054,121.89
HD 103197 b,0,47.84,,,,5303,57.1463
HD 103720 b,0,4.5557,,,,5017,45.5352
HD 103774 b,0,5.8881,,,,6489,56.4089
HD 103891 b,0,1894,,918.5240962,,6072,55.5213
HD 103949 b,0,120.878,,,,4792,26.4997
HD 104067 b,0,55.828,,,,4939.01,20.3632
HD 104067 c,0,13.8992,,,,4952,20.3632
HD 10442 b,0,1053.2,,,,4912,135.374
HD 104985 b,0,199.68,,,,4738,100.576
HD 105618 b,0,10.02245,,,,,70.0837
HD 105618 c,0,77114.07158,,8419.59233,,,70.0837
HD 105779 b,0,2412,,,,5792,55.2411
HD 106252 b,0,1535,,3178.28407,,,38.185
HD 106270 b,0,1890,,3623.24384,,5567,93.808
HD 106315 b,0,9.55237,2.44,12.6,1153,6327,109.353
HD 106315 c,0,21.05704,4.35,15.2,886,6327,109.353
HD 10647 b,0,989.2,,,,6218,17.3357
HD 106515 A b,0,3626,,6006.956892,,,34.0915
HD 106906 b,0,,,4115.8985,1820,6473.79,103.029
HD 10697 b,0,1075.5,,2151.698315,,5641,33.1205
HD 107148 b,0,77.181,,,,5752.92,49.4156
HD 107148 c,0,18.3267,,,,5752.92,49.4156
HD 108147 b,0,10.8985,,,,6255.73,38.92
HD 108202 b,0,2990,,953.485221,,,38.6846
HD 108236 b,0,3.79523,1.586,,1099,5730,64.5978
HD 108236 c,0,6.2037,2.068,,932,5730,64.5978
HD 108236 d,0,14.175685,2.539,,,5660,64.5978
HD 108236 e,0,19.5917,3.12,,636,5730,64.5978
HD 108236 f,0,29.54115,2.017,,,5660,64.5978
HD 108341 b,0,1148,,715.1139158,,5122,48.9102
HD 108863 b,0,443.4,,,,4956,164.742
HD 108874 b,0,394.48,,,,5533,59.5175
HD 108874 c,0,1680,,,,5533,59.5175
HD 109246 b,0,68.27,,,,5844,67.8349
HD 109271 b,0,7.8543,,,,5783,55.8716
HD 109271 c,0,30.93,,,,5783,55.8716
HD 109286 b,0,520.1,,,259.4,5694,55.4156
HD 109749 b,0,5.24,,,,5903,63.0821
HD 10975 b,0,283.8,,,,4840,116.506
HD 109833 b,0,9.188526,2.888,,,5881,79.5561
HD 109833 c,0,13.900148,2.59,,,5881,79.5561
HD 109988 b,0,17132.15854,,6935.333669,,,42.5279
HD 110014 b,0,835.477,,,,4445,100.758
HD 110067 b,0,9.113678,2.2,5.69,800,5266,32.1585
HD 110067 c,0,13.673694,2.388,6.3,699,5266,32.1585
HD 110067 d,0,20.519617,2.852,8.52,602,5266,32.1585
HD 110067 e,0,30.793091,1.94,3.9,533,5266,32.1585
HD 110067 f,0,41.05854,2.601,5.04,489,5266,32.1585
HD 110067 g,0,54.76992,2.607,8.4,440,5266,32.1585
HD 110082 b,0,10.18271,3.2,,,6200,105.096
HD 110113 b,0,2.541,2.05,4.55,1371,5732,106.307
HD 110113 c,0,6.744,,,990,5732,106.307
HD 110537 b,0,24469.67342,,8612.832001,,,45.0858
HD 11112 b,0,17244.90764,,2598.565056,,,44.3804
HD 111232 b,0,1168.69,,2374.1782,,5494,28.9571
HD 111232 c,0,32100,,6579.048025,,5494,28.9571
HD 111591 b,0,1056.4,,,,4884,114.166
HD 111998 b,0,825.9,,,,6557,33.2237
HD 112300 b,0,466.63,,,,3657,62.07324
HD 112570 b,0,2615,,1086.973152,,4750,101.166
HD 112640 b,0,613.2,,,,4155,323.335
HD 113337 b,0,324,,,,6576.6,36.18
HD 113337 c,0,5429.93477,,6299.676855,,,36.18
HD 11343 c,0,228.53731,,,,,155.121
HD 113538 b,0,263.3,,,,4685,16.2817
HD 113538 c,0,1657,,,,4685,16.2817
HD 113996 b,0,610.2,,,,4181,116.334
HD 114082 b,0,109.75,11.2089807,2542.627256,,6651,95.3906
HD 114386 b,0,937.70001,,,,4836,27.9243
HD 114729 b,0,1132.7,,,,5755.82,37.8063
HD 114783 b,0,496.9,,,,5084,21.0628
HD 114783 c,0,4340,,,,5126.74,21.0628
HD 11505 b,0,32669.22247,,2510.526587,,,38.9679
HD 11506 b,0,1627.5,,,,6055,51.261
HD 11506 c,0,170.455,,,,6030,51.261
HD 11506 d,0,26500,,4068.20361,,6123,51.261
HD 115404 A b,0,10.49488,,,,,10.9816
HD 115404 A c,0,15319.22517,,3279.671332,,,10.9816
HD 115954 b,0,3230,,2685.650039,,5957,87.6437
HD 116029 b,0,670,,,,4951,123.245
HD 116029 c,0,907,,,,,123.245
HD 117207 b,0,2606,,669.3466251,,5732,32.3547
HD 11755 b,0,433.7,,,,4312.5,235.045
HD 117618 b,0,25.827,,,,5995.71,37.7781
HD 118203 b,0,6.134985,12.73340208,688.4163296,1494,5683,92.2589
HD 118203 c,0,5070,,3527.895318,146,5788,92.2589
HD 11964 b,0,1945,,,,5303,33.5369
HD 11964 c,0,37.91,,,,5303,33.5369
HD 11977 b,0,711,,,,4970,67.9331
HD 120084 b,0,2142,,2034.101805,,4879,103.044
HD 121504 b,0,63.33,,,,6027,41.6592
HD 12235 b,0,4.36305,,,,,31.7627
HD 12235 c,0,36336.70679,,3135.695063,,,31.7627
HD 122562 c,0,84.96276,,,,,53.2528
HD 124330 b,0,270.66,,,,5873,60.1977
HD 12484 b,0,58.83,,,,5920,48.3367
HD 125271 b,0,14901.99295,,3465.60095,,,39.3466
HD 125390 b,0,1758,,10806.16584,,4882,153.647
HD 125595 b,0,9.6737,,,,4691,28.1989
HD 125612 b,0,557.04,,,,5841,57.6207
HD 125612 c,0,4.15514,,,,5841,57.6207
HD 125612 d,0,2835,,,,5841,57.6207
HD 12648 b,0,133.6,,,,4835.8,182.192
HD 126525 b,0,960.41,,,,5638,37.6506
HD 12661 b,0,262.709,,,,5748,37.8478
HD 12661 c,0,1708,,,,5748,37.8478
HD 126614 b,0,1244,,,,5585,73.0961
HD 127506 b,0,65.78395,,,,,22.5279
HD 128311 b,0,453.28,,,,4931.94,16.3292
HD 128311 c,0,921.538,,1204.25787,,,16.3292
HD 128356 b,0,298.2,,,,4875,26.1548
HD 129445 b,0,1802,,797.7493016,,5646,67.4386
HD 130322 b,0,10.70867,,,,5400.49,31.8766
HD 131496 b,0,883,,,,4927,131.849
HD 13167 b,0,2613,,,,5671,148.934
HD 13189 b,0,471.60001,,,,4175,497.823
HD 132406 b,0,964,,1970.536123,,5766,70.7832
HD 132563 b,0,1544,,,,6289,105.155
HD 133131 A b,0,649,,,,5799,51.4736
HD 133131 A c,0,3568,,,,5799,51.4736
HD 133131 B b,0,5769,,,,5805,51.2993
HD 134060 b,0,3.2696,,,,5966,24.0125
HD 134060 c,0,1291.5646,,,,5966,24.0125
HD 134606 b,0,12.089,,,,5576,26.7909
HD 134606 c,0,58.883,,,,5576,26.7909
HD 134606 d,0,966.5,,,,5576,26.7909
HD 134606 e,0,4.3203,,,,5576,26.7909
HD 134606 f,0,26.915,,,,5576,26.7909
HD 134987 b,0,258.19,,,,5585,26.1804
HD 134987 c,0,5000,,,,5585,26.1804
HD 135344 A b,0,,16.25302201,3178.28407,1585,9540,141.595
HD 135625 b,0,4055,,731.0053361,,,56.518
HD 135694 b,0,15.92346,2.5320132,6.1,750.83,5698,73.8713
HD 135872 b,0,2422.32597,,1744.560126,,,82.4251
HD 136118 b,0,1191,,5244.168716,,6097,51.4359
HD 136352 b,0,11.57797,1.664,4.72,905,5664,14.682
HD 136352 c,0,27.59221,2.916,11.24,677,5664,14.682
HD 136352 d,0,107.245,2.562,8.82,431,5664,14.682
HD 136418 b,0,464.3,,,,5071,105.168
HD 136925 b,0,4540,,,,5773.19,47.874
HD 13724 c,0,142.22895,,,,,43.465
HD 137388 b,0,330,,,,5181,40.4841
HD 137496 b,0,1.62116,1.31,4.04,2130,5799,155.317
HD 137496 c,0,479.9,,,370,5799,155.317
HD 13808 b,0,14.1815,,,,5035,28.2305
HD 13808 c,0,53.753,,,,5035,28.2305
HD 13908 b,0,19.382,,,,6255,79.5515
HD 13908 c,0,931,,,,6255,79.5515
HD 13931 b,0,4449,,889.9195396,,5829,47.3963
HD 139357 b,0,1128,,5784.477007,,4700,112.09
HD 1397 b,0,11.53533,11.500434,131.89945,1228.3,5521,79.5702
HD 14067 b,0,2744,,4862.774627,,4815,142.024
HD 140901 b,0,9.02378,,,,,15.2528
HD 140901 c,0,14386,,572.0911326,,,15.2528
HD 141004 b,0,15.5083,,,,5885.38,11.8148
HD 141399 b,0,94.35,,,,5360,37.0169
HD 141399 c,0,202.08,,,,5360,37.0169
HD 141399 d,0,1070.35,,,,5360,37.0169
HD 141399 e,0,3717.35,,,,5360,37.0169
HD 141937 b,0,653.22,,,,5879,33.3622
HD 142 A d,0,108.45299,,,,,26.1853
HD 142 b,0,349.7,,,,6245,26.1853
HD 142 c,0,6005,,,,6245,26.1853
HD 142022 A b,0,1935,,1433.406116,,5499,34.2802
HD 142245 b,0,1299,,,,4878,97.2305
HD 142415 b,0,386.29999,,,,5940,35.5318
HD 143105 b,0,2.1974,,,,6380,46.7789
HD 143361 b,0,1042.4,,1382.55357,,5507,68.5146
HD 144899 b,0,40.43914,,,,,115.665
HD 145377 b,0,103.95,,,,6046,53.4884
HD 145457 b,0,176.13,,,,4757,135.292
HD 145675 c,0,25000,,,,5314.94,17.9323
HD 145934 b,0,2790,,,,4823.75,227.881
HD 1461 b,0,5.77267,,,,5739,23.4534
HD 1461 c,0,13.504,,,,5695.23,23.4534
HD 147018 b,0,44.236,,,,5441,40.4256
HD 147018 c,0,1008,,,,5441,40.4256
HD 147379 b,0,86.54,,,,4090,10.7643
HD 147513 b,0,528.4,,,,5883,12.9032
HD 14787 b,0,676.6,,,,4946,119.137
HD 147873 b,0,116.596,,,,5972,109.055
HD 147873 c,0,491.54,,,,5972,109.055
HD 148156 b,0,1027,,,,6308,57.1289
HD 148164 b,0,328.55,,,,6032,77.1971
HD 148164 c,0,5062,,,,6032,77.1971
HD 148427 b,0,331.5,,,,5052,71.3499
HD 149026 b,0,2.87598,7.330686,114.10097,1634,6160,75.8643
HD 149143 b,0,4.07182,,,,5856,73.2801
HD 149806 b,0,16521.52778,,4003.684443,,,20.2727
HD 150010 b,0,562,,,,4153,144.49
HD 1502 b,0,431.8,,,,5049,190.953
HD 150706 b,0,13100,,772.323029,,5961,28.2697
HD 151450 b,0,21.89288,,,,,43.6002
HD 151450 c,0,18144.76236,,1636.180639,,,43.6002
HD 152079 b,0,2899,,,,5726,87.8888
HD 152581 b,0,689,,,,5155,165.76
HD 152843 b,0,11.6264,3.41,11.56,,6310,107.898
HD 152843 c,0,24.38,5.83,27.5,,6310,107.898
HD 15337 b,0,4.75642,1.699,7.2,1006,5131,44.8155
HD 15337 c,0,17.1784,2.522,8.79,656.1,5131,44.8155
HD 153557 b,0,7.29903,,,,,17.9412
HD 153557 c,0,15.27018,,,,,17.9412
HD 153557 d,0,40654.64809,,8725.661086,,,17.9412
HD 153950 b,0,499.4,,,,6076,48.4549
HD 154088 b,0,18.56,,,,5374,18.2692
HD 154345 b,0,3340,,378.2158043,,5468,18.284
HD 154391 b,0,5163,,2892.238504,,4909,100.947
HD 154672 b,0,163.967,,,,5655,63.0484
HD 154857 b,0,409,,,,5604.56,63.4482
HD 154857 c,0,3452,,,,5605,63.4482
HD 155193 b,0,352.65,,,,6239,57.7995
HD 155358 b,0,194.3,,,,5905,43.6197
HD 155358 c,0,391.9,,,,5900,43.6197
HD 155918 b,0,1.87567,,,,,27.561
HD 155918 c,0,17202.19446,,1878.048057,,,27.561
HD 156098 b,0,21.85849,,,,,48.249
HD 156098 c,0,7841.5839,,1661.606912,,,48.249
HD 156279 b,0,133.4031,,,,5458.24,36.1945
HD 156279 c,0,4758,,,,5458.24,36.1945
HD 156411 b,0,842.2,,,,5900,56.8655
HD 156668 b,0,4.6455,,,,4850,24.3323
HD 156668 c,0,811.3,,,,4903.69,24.3323
HD 156846 b,0,359.5546,,,,5969,47.7332
HD 158038 b,0,521,,,,4897,94.8625
HD 158259 b,0,2.1779407,1.28228,,1462,5801.89,27.0498
HD 158259 c,0,3.432,,,,,27.0498
HD 158259 d,0,5.1980814,,,,,27.0498
HD 158259 e,0,7.951,,,,,27.0498
HD 158259 f,0,12.028,,,,,27.0498
HD 158996 b,0,820.2,,,,4069,283.659
HD 15906 b,0,10.924709,2.24,,668,4757,45.5621
HD 15906 c,0,21.583298,2.93,,532,4757,45.5621
HD 159243 b,0,12.62,,,,6123,73.3055
HD 159243 c,0,248.4,,,,6123,73.3055
HD 159868 b,0,986,,,,5534,55.8503
HD 159868 c,0,352.3,,,,5558,55.8503
HD 1605 b,0,577.9,,,,4757,88.8047
HD 1605 c,0,2111,,,,4757,88.8047
HD 160691 b,0,646.485,,,,5771.56,15.5981
HD 160691 c,0,4472.967,,,,5771.56,15.5981
HD 160691 d,0,9.6369,,,,5771.56,15.5981
HD 160691 e,0,307.475,,,,5771.56,15.5981
HD 161178 b,0,279.3,,,,4786,107.188
HD 16141 b,0,75.455,,,,5771.02,37.7861
HD 16175 b,0,981.1,,1875.187601,,6022,59.859
HD 162020 b,0,8.4282,,,,4723,30.8248
HD 163607 b,0,75.29,,,,5543,67.7855
HD 163607 c,0,1314,,,,5543,67.7855
HD 16417 b,0,17.24,,,,,25.3936
HD 164509 b,0,282.4,,,,5922,53.1119
HD 164595 b,0,40,,,,5790,28.254
HD 164604 b,0,641.472,,,,4684,39.3633
HD 164922 b,0,1201.1,,,159.4,5293,22.0016
HD 164922 c,0,75.765,,,400.5,5293,22.0016
HD 164922 d,0,12.458,,,,5390,22.0016
HD 164922 e,0,41.763,,,,5393.43,22.0016
HD 165131 b,0,2342.6,,5943.391211,,5870,57.4263
HD 165155 b,0,434.5,,,,5426,63.3574
HD 1666 b,0,270,,,,6317,117.908
HD 166724 b,0,4750,,1207.747947,,5127,45.1342
HD 167042 b,0,417.67,,,,4919,49.6633
HD 167677 b,0,1820,,905.81096,,5474,54.3258
HD 167768 b,0,20.6532,,,,4851,107.214
HD 168009 b,0,15.1479,,,,5778.33,23.3032
HD 168443 b,0,58.11212,,,,5551,39.6245
HD 168443 c,0,1749.5,,,,5551,39.6245
HD 168746 b,0,6.4045,,,,5618.88,41.5681
HD 168863 b,0,14773.93272,,2154.876599,,,39.8979
HD 1690 b,0,533,,,,4393,752.615
HD 16905 b,0,6707.49126,,2881.114509,,,39.7401
HD 169142 b,0,,,953.485221,,,113.6
HD 169830 b,0,225.789,,,,6179.26,37.6048
HD 169830 c,0,1831.9,,,,6179.26,37.6048
HD 170469 b,0,1130,,,,5765.62,60.178
HD 17092 b,0,359.89999,,,,4326,228.422
HD 171028 b,0,550,,,,5671,111.659
HD 171238 b,0,1515,,2796.889982,,,44.8113
HD 17156 b,0,21.216398,11.937585,1036.76146,883,6079,78.0863
HD 173416 b,0,322.03,,,,4683,132.184
HD 174205 b,0,582,,,,4308,234.027
HD 175167 b,0,1289,,3114.718389,,5635,71.0863
HD 175541 b,0,297.3,,,,5060,129.603
HD 175607 b,0,29.01,,,,5392,40.3303
HD 17674 b,0,623.8,,,,5904,44.4264
HD 176986 b,0,6.4898,,,,4931,27.7843
HD 176986 c,0,16.8191,,,,4931,27.7843
HD 177565 b,0,44.505,,,,,16.9179
HD 177830 b,0,406.6,,,,4949,62.7674
HD 177830 c,0,111.163,,,,4744.94,62.7674
HD 178911 B b,0,71.479,,,,5576.1,40.9727
HD 179079 b,0,14.476,,,,5684,69.7116
HD 179949 b,0,3.092535,,,,6176.2,27.4573
HD 180053 b,0,213.72,,,,5131,137.043
HD 18015 b,0,2240,,1048.833743,,5643,123.801
HD 180314 b,0,394.73,,,,4917,122.362
HD 180617 b,0,105.911,,,,3534,5.91059
HD 180902 b,0,479,,,,5030,104.577
HD 181234 b,0,7450,,3219.601763,,5386,47.7458
HD 181342 b,0,562.1,,,,5040,120.391
HD 18143 b,0,10.2851,,,,,22.5243
HD 18143 c,0,28982.41764,,3177.648413,,,22.5243
HD 181433 b,0,9.37459,,,,4929.63,26.8762
HD 181433 c,0,975.41,,,,4929.63,26.8762
HD 181433 d,0,2468.46,,,,4929.63,26.8762
HD 181720 b,0,956,,,,5736,60.2046
HD 183263 b,0,626.5,,,,5867,54.1955
HD 183263 c,0,3070,,,,5867,54.1955
HD 183579 b,0,17.471278,3.55,19.7,769,5788,57.2651
HD 184010 b,0,286.6,,,,4971,60.7993
HD 184010 c,0,484.3,,,,4971,60.7993
HD 184010 d,0,836.4,,,,4971,60.7993
HD 18438 b,0,803,,,,3860,224.146
HD 185269 b,0,6.83785,,,,6048,51.9917
HD 185283 b,0,4060,,413.1769291,,,31.395
HD 18599 b,0,4.1374354,2.6,24.1,,5145,38.5653
HD 187085 b,0,1019.74,,,,6117,45.8993
HD 187123 b,0,3.0965828,,,,5790,45.9548
HD 187123 c,0,3810,,,,5790,45.9548
HD 18742 b,0,772,,,,5048,162.685
HD 188015 b,0,462.59,,,,5649.5,50.6706
HD 188641 b,0,14583.81038,,9333.031172,,,64.3399
HD 189567 b,0,14.288,,,,5726,17.9055
HD 189567 c,0,33.688,,,,5726,17.9055
HD 189733 b,0,2.218577,12.542871,370.58978,1209,5050,19.7638
HD 190007 b,0,11.72,,,,4610,12.7141
HD 190228 b,0,1146.6,,1938.753283,,5360,62.7146
HD 190360 b,0,2915,,,,5549,16.0069
HD 190360 c,0,17.111,,,,5549,16.0069
HD 190647 b,0,1176.45,,,,5656,54.4738
HD 190984 b,0,9970,,1137.825697,,5988,148.187
HD 191806 b,0,1604,,3219.601763,,6010,65.6668
HD 191939 b,0,8.8803256,3.41,10,880,5348,53.6089
HD 191939 c,0,28.5805,3.08,7.2,605,5348,53.6089
HD 191939 d,0,38.353037,2.995,2.8,540,5348,53.6089
HD 191939 e,0,101.5,,,397,5348,53.6089
HD 191939 f,0,4450,,,,5348,53.6089
HD 191939 g,0,284,,,278,5348,53.6089
HD 192263 b,0,24.3587,,,,4996,19.6359
HD 192310 b,0,74.39,,,,5144,8.79687
HD 192310 c,0,525.8,,,185,5166,8.79687
HD 192699 b,0,351.5,,,,5220,71.8627
HD 194490 b,0,13092.18348,,3561.902957,,,80.2349
HD 195019 b,0,18.20163,,,,5750,37.6681
HD 196050 b,0,1393,,1446.119252,,5892,50.6742
HD 196067 b,0,3609,,3972.855088,,,39.9346
HD 19615 b,0,402,,,,4263,265.155
HD 196885 A b,0,1325.8575,,,,6172,34.1692
HD 197037 b,0,1035.7,,,,6150,33.1944
HD 199509 b,0,99.62167,,,,,24.3056
HD 19994 b,0,466.2,,,,6188,22.5242
HD 20003 b,0,11.8482,,,,5494,41.8316
HD 20003 c,0,33.9239,,,,5494,41.8316
HD 200964 b,0,613.8,,,,5164,72.5922
HD 200964 c,0,825,,,,5164,72.5922
HD 202206 c,0,1260,,5689.157,,5766,45.9665
HD 202696 b,0,517.8,,634.38868,,5040,188.546
HD 202696 c,0,946.6,,592.43512,,5040,188.546
HD 202772 A b,0,3.308958,17.317905,323.23311,2132,6272,161.498
HD 203030 b,0,,14.4595851,3496.112477,1040,,39.2503
HD 20329 b,0,0.926118,1.72,7.42,2141,5596,63.6796
HD 203387 b,0,512.5352,,,,,61.7477
HD 203387 c,0,2481.07227,,2378.945626,,,61.7477
HD 2039 b,0,1120,,,,5945,85.6922
HD 204313 b,0,2050,,1576.428899,,5767,47.7945
HD 204313 c,0,34.905,,,,5776,47.7945
HD 204313 e,0,27000,,6324.785299,,5767,47.7945
HD 204941 b,0,1733,,,,5026,28.7165
HD 205158 b,0,25.33798,,,,,86.6159
HD 205739 b,0,279.8,,,,6176,92.5087
HD 206255 b,0,96.045,,,,5635,75.2363
HD 206610 b,0,610,,,,4874,147.192
HD 206893 b,0,10600,,8263.538582,1500,6500,40.7583
HD 206893 c,0,2090,16.36511182,4036.420769,1181.9,,40.7583
HD 207496 b,0,6.441008,2.25,6.1,743,4819,23.606
HD 20781 b,0,5.3135,,,,5256,35.9715
HD 20781 c,0,13.8905,,,,5256,35.9715
HD 20781 d,0,29.158,,,,5256,35.9715
HD 20781 e,0,85.5073,,,,5256,35.9715
HD 20782 b,0,597.0643,,,,5782.13,35.9864
HD 207832 b,0,161.97,,,,5710,58.9291
HD 207832 c,0,1155.7,,,,5710,58.9291
HD 207897 b,0,16.202159,2.501,14.4,632.2,5070,28.2938
HD 20794 b,0,18.314,,,,5368,6.00278
